METHOD - 1 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,,,,,
IPG336112SQ,29-08-2021,29-08-2021,Industrial Production: Manufacturing: Durable Goods: Light Truck and Utility Vehicle (NAICS = 336112),01-01-1972,01-04-2021,Quarterly,Q,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,17-08-2021 08:21,1,3,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

NAICS = 336112

Source Code: IP.G336112.S",,,,,
IPG336112NQ,29-08-2021,29-08-2021,Industrial Production: Manufacturing: Durable Goods: Light Truck and Utility Vehicle (NAICS = 336112),01-01-1972,01-04-2021,Quarterly,Q,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,17-08-2021 08:21,1,3,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

NAICS = 336112

Source Code: IP.G336112.N",,,,,
IPG3363NQ,29-08-2021,29-08-2021,Industrial Production: Manufacturing: Durable Goods: Motor Vehicle Parts (NAICS = 3363),01-01-1972,01-04-2021,Quarterly,Q,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,17-08-2021 08:22,0,3,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

NAICS = 3363

Source Code: IP.G3363.N",,,,,
B689RC1A027NBEA,29-08-2021,29-08-2021,"Exports of goods: Capital goods, except automotive: Other",01-01-1967,01-01-2020,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,3,"BEA Account Code: B689RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B641RC1A027NBEA,29-08-2021,29-08-2021,"Exports of goods: Automotive vehicles, engines, and parts",01-01-1967,01-01-2020,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,3,"BEA Account Code: B641RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B140RG3Q086SBEA,29-08-2021,29-08-2021,Automobile output: Net purchases of used autos (chain-type price index),01-01-1947,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:52,3,3,"BEA Account Code: B140RG

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B688RC1Q027SBEA,29-08-2021,29-08-2021,"Exports of goods: Capital goods, except automotive: Civilian aircraft, engines, and parts",01-01-1967,01-04-2021,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:52,3,3,"BEA Account Code: B688RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B140RG3A086NBEA,29-08-2021,29-08-2021,Automobile output: Net purchases of used autos (chain-type price index),01-01-1947,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,3,"BEA Account Code: B140RG

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B688RC1A027NBEA,29-08-2021,29-08-2021,"Exports of goods: Capital goods, except automotive: Civilian aircraft, engines, and parts",01-01-1967,01-01-2020,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,3,"BEA Account Code: B688RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A953RL1Q225SBEA,29-08-2021,29-08-2021,Real Gross Domestic Product: Motor Vehicle Output,01-04-1967,01-04-2021,Quarterly,Q,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:52,5,8,"BEA Account Code: A953RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A953RX1Q020SBEA,29-08-2021,29-08-2021,Real gross domestic product: Motor vehicle output,01-01-2002,01-04-2021,Quarterly,Q,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:52,4,8,"BEA Account Code: A953RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A953RX1A020NBEA,29-08-2021,29-08-2021,Real gross domestic product: Motor vehicle output,01-01-2002,01-01-2020,Annual,A,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Not Seasonally Adjusted,NSA,29-07-2021 07:52,1,8,"BEA Account Code: A953RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A953RL1A225NBEA,29-08-2021,29-08-2021,Real Gross Domestic Product: Motor Vehicle Output,01-01-1968,01-01-2020,Annual,A,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,29-07-2021 07:52,1,8,"BEA Account Code: A953RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
M0107BUSM543NNBR,29-08-2021,29-08-2021,"Automobile Production, Passenger Car for United States",01-01-1946,01-12-1963,Monthly,M,Thousands of Cars,Thous. Of Cars,Not Seasonally Adjusted,NSA,15-08-2012 15:47,2,2,"Series Is Presented Here As Three Variables--(1)--Original Data, 1913-1942 (2)--Original Data, 1946-1963 (3)--Original Data, 1947-1968. Station Wagons Are Almost Entirely Classified As With Passenger Cars, While School Buses Are Classified With Trucks (In Previous Data Most Of These\Special Purpose\"" Cars Were Classified With Trucks. Source: Data For 1946-1949: U.S. Department Of Commerce"," Survey Of Current Business. Data For 1950-1954: Statistical Bulletin Of The American Manufacturers Association. Data For 1955-1963: Survey Of Current Business; Business Statistics; Federal Reserve Board Indexes In\""Industrial Production\""; Frb Bulletins.",,,,
,,,,,,,,,,,,,,,,,,,,
This NBER data series m01107b appears on the NBER website in Chapter 1 at http://www.nber.org/databases/macrohistory/contents/chapter01.html.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"NBER Indicator: m01107b""",,,,,,,,,,,,,,,,,,,,
A962RC1Q027SBEA,29-08-2021,29-08-2021,Gross domestic product excluding motor vehicle output,01-01-1967,01-04-2021,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:54,2,2,"BEA Account Code: A962RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B852RC1Q027SBEA,29-08-2021,29-08-2021,"Imports of goods: Capital goods, except automotive: Computers, peripherals, and parts",01-01-1972,01-04-2021,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:52,2,2,"BEA Account Code: B852RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A650RC1Q027SBEA,29-08-2021,29-08-2021,"Imports of goods: Capital goods, except automotive",01-01-1967,01-04-2021,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:52,2,2,"BEA Account Code: A650RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
M0144BUSM608NNBR,29-08-2021,29-08-2021,"Automobile Production, Trucks and Truck Tractors for United States",01-01-1940,01-03-1947,Monthly,M,Thousands of Trucks And Truck Tractors,Thous. Of Trucks And Truck Tractors,Not Seasonally Adjusted,NSA,15-08-2012 15:51,2,2,"Series Is Presented Here As Three Variables--(1)--Original Data, 1913-1942 (2)--Original Data, 1940-1947 (3)--Original Data, 1940-1964. Data Represent Actual Production Rather Than Factory Sales, As Do All Pre-War Data. Since March 1942 Production Of Trucks Was Limited To Military Orders Except For Specific Exemptions Granted Occasionally To Fill Essential Needs (See Facts For Industry, February 16, 1944). The Data For 1940 And 1941 Are Not Directly Comparable To Later Data, But The Correspondance Is Close; This Refers Only To The Breakdown Of Trucks Into Light, Medium, And Heavy, For Which Weight Specifications Changed In 1942. The Total Was Not Affected. Source: Wpb, Facts For Industry.

This NBER data series m01144b appears on the NBER website in Chapter 1 at http://www.nber.org/databases/macrohistory/contents/chapter01.html.

NBER Indicator: m01144b",,,,,
IPX4HTMVSQ,29-08-2021,29-08-2021,Industrial Production: Manufacturing Excluding Hi-Tech and Motor Vehicles & Parts,01-01-1967,01-04-2021,Quarterly,Q,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,17-08-2021 08:21,2,2,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

Source Code: IP.X4HTMV.S",,,,,
A962RC1A027NBEA,29-08-2021,29-08-2021,Gross domestic product excluding motor vehicle output,01-01-1967,01-01-2020,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,29-07-2021 07:52,1,2,"BEA Account Code: A962RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B852RC1A027NBEA,29-08-2021,29-08-2021,"Imports of goods: Capital goods, except automotive: Computers, peripherals, and parts",01-01-1972,01-01-2020,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,2,"BEA Account Code: B852RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A650RC1A027NBEA,29-08-2021,29-08-2021,"Imports of goods: Capital goods, except automotive",01-01-1967,01-01-2020,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,29-07-2021 07:52,1,2,"BEA Account Code: A650RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
IPX4HTMVS,29-08-2021,29-08-2021,Industrial Production: Manufacturing Excluding Hi-Tech and Motor Vehicles & Parts,01-01-1967,01-07-2021,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,17-08-2021 08:20,1,2,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

Source Code: IP.X4HTMV.S",,,,,
IPX4HTMVN,29-08-2021,29-08-2021,Industrial Production: Manufacturing Excluding Hi-Tech and Motor Vehicles & Parts,01-01-1967,01-07-2021,Monthly,M,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,17-08-2021 08:20,1,2,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

Source Code: IP.X4HTMV.N",,,,,
IPX4HTMVNQ,29-08-2021,29-08-2021,Industrial Production: Manufacturing Excluding Hi-Tech and Motor Vehicles & Parts,01-01-1967,01-04-2021,Quarterly,Q,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,17-08-2021 08:21,1,2,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

Source Code: IP.X4HTMV.N",,,,,
IPB51111S,29-08-2021,29-08-2021,"Industrial Production: Durable Consumer Goods: Autos and Trucks, Consumer",01-01-1967,01-07-2021,Monthly,M,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,17-08-2021 08:19,1,2,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

Source Code: IP.B51111.S",,,,,
IPB51111N,29-08-2021,29-08-2021,"Industrial Production: Durable Consumer Goods: Autos and Trucks, Consumer",01-01-1967,01-07-2021,Monthly,M,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,17-08-2021 08:21,1,2,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

Source Code: IP.B51111.N",,,,,
IPB51111SQ,29-08-2021,29-08-2021,"Industrial Production: Durable Consumer Goods: Autos and Trucks, Consumer",01-01-1967,01-04-2021,Quarterly,Q,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,17-08-2021 08:22,1,2,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

Source Code: IP.B51111.S",,,,,
IPB51111NQ,29-08-2021,29-08-2021,"Industrial Production: Durable Consumer Goods: Autos and Trucks, Consumer",01-01-1967,01-04-2021,Quarterly,Q,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,17-08-2021 08:22,1,2,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

Source Code: IP.B51111.N",,,,,
AB63RC1Q027SBEA,29-08-2021,29-08-2021,Motor vehicle output: Net exports,01-01-1967,01-04-2021,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:52,2,2,"BEA Account Code: AB63RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B697RC1Q027SBEA,29-08-2021,29-08-2021,"Imports of goods: Consumer goods, except food and automotive: Durable goods",01-01-1967,01-04-2021,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:52,2,2,"BEA Account Code: B697RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A134RC1Q027SBEA,29-08-2021,29-08-2021,Automobile output: Final sales,01-01-1947,01-10-1966,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,27-07-2018 10:33,1,2,"BEA Account Code: A134RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A134RC1A027NBEA,29-08-2021,29-08-2021,Automobile output: Final sales,01-01-1947,01-01-1966,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,27-07-2018 10:37,1,2,"BEA Account Code: A134RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
AB63RC1A027NBEA,29-08-2021,29-08-2021,Motor vehicle output: Net exports,01-01-1967,01-01-2020,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,2,"BEA Account Code: AB63RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
AB75RC1Q027SBEA,29-08-2021,29-08-2021,Final sales of motor vehicles to domestic purchasers,01-01-1967,01-04-2021,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:52,1,2,"BEA Account Code: AB75RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
